Account Number,Account Description,Store,StoreID,Cost Centre,Cost Centre Name,FacilityID,Cluster,ClusterID,Department,DepartmentID,Store Facility,Store Facility ID,Reason Code,Reason Description
4-76300-H01-107-2156-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Ophthalmology,78,San Fernando General Hospital,1,SFGH OPHTHAL-L ,SFGH Ophthalmology-Linen       
4-76400-H01-107-2156-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Ophthalmology,78,San Fernando General Hospital,1,SFGH OPHTHAL-H ,SFGH Ophthalmoloygy-Hardware   
4-87900-H04-206-0326-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Pharmacy,86,Area Hospital Point Fortin,2,,
4-75100-H01-107-2157-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Orthopaedic,79,San Fernando General Hospital,1,SFGH ORTHO-M   ,SFGH Orthopaedic- Medical      
4-76300-H01-107-2157-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Orthopaedic,79,San Fernando General Hospital,1,SFGH ORTHO-L   ,Surgical-Linen Supplies        
4-76400-H01-107-2157-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Orthopaedic,79,San Fernando General Hospital,1,SFGH ORTHO-H   ,Surgical-Hardware Supplies     
4-87900-H04-207-0351-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Physiotherapy,90,Area Hospital Point Fortin,2,,
4-87900-H04-211-0626-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,,
4-75100-H01-102-2026-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFGH PAED CL-M ,SFGH Paed Clinic- Medical      
4-76300-H01-102-2026-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFGH PAED CL-L ,SFGH Paed Clinic- Linen        
4-76400-H01-102-2026-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFGH PAED CL-E ,SFGH Paed Clinic- Engineering  
4-87900-H04-106-1128-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Psychiatry Ward,95,Area Hospital Point Fortin,2,,
4-75100-H03-102-2026-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFTH PAED CLI-M,SFTH Paed Clinic -Medical      
4-76100-H03-102-2026-00-000,Food Supplies,Food Stores,2,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFTH PAED CLI-F,Children's Health-Food Supply  
4-76300-H03-102-2026-00-000,Linen Supplies,Linen Stores,4,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFTH PAED CLI-L,Children's Health-Linen Sup    
4-76400-H03-102-2026-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Clinic,80,San Fernando General Hospital,1,SFTH PAED CLI-H,Children's Health-Hardware Sup 
4-87900-H04-208-0376-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,,
4-76100-H04-102-1027-00-000,Food Supplies,Food Stores,2,H04,Point Fortin Hospital,34,St. Patrick West,2,Paediatric Medical,81,Area Hospital Point Fortin,2,PFH PAED MED-F ,PFH Paed Med-Food Sup          
4-75100-H01-102-1027-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFGH PAED MED-M,SFGH Paed Medical- Medical     
4-76100-H01-102-1027-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFGH PAED MED-F,SFGH Paed Medical- Food        
4-76300-H01-102-1027-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFGH PAED MED-L,SFGH Paed Medical- Linen       
4-76400-H01-102-1027-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFGH PAED MED-H,SFGH Paed Medical- Hardware    
4-87900-H04-304-0526-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Stores/Warehousing,106,Area Hospital Point Fortin,2,,
4-75100-H03-102-1027-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFTH PAED MED-M,SFTH PAED Medical- Medical Exp 
4-76300-H03-102-1027-00-000,Linen Supplies,Linen Stores,4,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFTH PAED MED-L,Children's Health-Linen Supp   
4-76400-H03-102-1027-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFTH PAED MED-H,Children's Health-Hardware Sup 
4-87900-H04-107-1160-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Surgical Ward ,107,Area Hospital Point Fortin,2,PFH SURG WD-S  ,PFH SURG WD-Stationery         
4-76100-H03-102-1027-00-000,Food Supplies,Food Stores,2,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Medical,81,San Fernando General Hospital,1,SFTH PAED MED-F,SFTH Paed Medical- Food        
4-75100-A01-401-2028-00-000,Medical Supplies,Medical Stores,5,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Paediatric OPC,82,San Fernando General Hospital,1,,
4-75100-H01-102-1026-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFGH PAED SUR-M,SFGH Paed Surgery- Medical     
4-76100-H01-102-1026-00-000,Food Supplies,Food Stores,2,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFGH PAED SUR-F,SFGH Paed Surgery- Food        
4-76300-H01-102-1026-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFGH PAED SUR-L,SFGH Paed Surgery- Linen       
4-76400-H01-102-1026-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFGH PAED SUR-H,SFGH Paed Surgery- Hardware    
4-87900-H04-210-0426-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Theatre,108,Area Hospital Point Fortin,2,,
4-75100-H03-102-1026-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFTH PAED SUR-M,SFTH Paed Surgical- Medical    
4-76100-H03-102-1026-00-000,Food Supplies,Food Stores,2,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFTH PAED SUR-F,Children's Health-Food Supply  
4-76300-H03-102-1026-00-000,Linen Supplies,Linen Stores,4,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFTH PAED SUR-L,Children's Health-Linen Sup    
4-76400-H03-102-1026-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Paediatric Surgical ,83,San Fernando General Hospital,1,SFTH PAED SUR-H,Children's Health-Hardware Sup 
4-87900-H04-105-1109-00-000,Office Supplies,Stationary Stores,6,H04,Point Fortin Hospital,34,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,,
4-75100-H04-102-1029-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Paediatric Ward (includes Special Care Baby Unit),84,Area Hospital Point Fortin,2,,
4-76100-H04-102-1029-00-000,Food Supplies,Food Stores,2,H04,Point Fortin Hospital,34,St. Patrick West,2,Paediatric Ward (includes Special Care Baby Unit),84,Area Hospital Point Fortin,2,PFH PAED WD-F  ,PFH Paed Wd-Food Sup           
4-76300-H04-102-1029-00-000,Linen Supplies,Linen Stores,4,H04,Point Fortin Hospital,34,St. Patrick West,2,Paediatric Ward (includes Special Care Baby Unit),84,Area Hospital Point Fortin,2,PFH PAED WD-L  ,PFH Paed Wd-Linen Sup          
4-76400-H04-102-1029-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Paediatric Ward (includes Special Care Baby Unit),84,Area Hospital Point Fortin,2,PFH PAED WD-H  ,PFH Paed Wd-Hardware Sup       
4-81000-H04-101-2001-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Accident & Emergency,1,Area Hospital Point Fortin,2,PFH A&E-E      ,PFH A&E-Engineering            
4-76400-A01-401-0641-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Patient Services,85,San Fernando General Hospital,1,RAC PATIE SRV-H,RAC Patient Services- Hardware 
4-81000-H04-101-2004-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,General Outpatient Clinic,40,Area Hospital Point Fortin,2,,
4-75100-H01-401-0641-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Patient Services,85,San Fernando General Hospital,1,SFGH PAT SERV-M,SFGH Patient Serv. - Medical   
4-76400-H01-401-0641-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Patient Services,85,San Fernando General Hospital,1,SFGH PAT SERV-H,General Admin-Hardware Supply  
4-75100-H02-206-0326-00-000,Medical Supplies,Medical Stores,5,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Pharmacy,86,Area Hospital Point Fortin,2,AHPF PHARM-M   ,AHPF Pharmacy - Medical        
4-76400-H02-206-0326-00-000,Hardware Supplies,Hardware Stores,3,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Pharmacy,86,Area Hospital Point Fortin,2,AHPF PHARM-H   ,AHPF Pharmacy - Hardware       
4-81000-H04-102-1029-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Paediatric Ward (includes Special Care Baby Unit),84,Area Hospital Point Fortin,2,,
4-75100-H05-206-0326-00-000,Medical Supplies,Medical Stores,5,H05,Augustus Long Hospital,2,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,CCOTT PHARMA-M ,CCOTT Pharmacy-Medical         
4-76300-H05-206-0326-00-000,Linen Supplies,Linen Stores,4,H05,Augustus Long Hospital,2,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,CCOTT PHARMA-L ,CCOTT Pharmacy -Linen          
4-76400-H05-206-0326-00-000,Hardware Supplies,Hardware Stores,3,H05,Augustus Long Hospital,2,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,CCOTT PHARMA-H ,CCOTT Pharmacy-Hardware        
4-81000-H04-103-1052-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Intensive Care Unit,51,Area Hospital Point Fortin,2,PFH ICU-E      ,PFH ICU- Engineering           
4-75100-D01-206-0326-00-000,Medical Supplies,Medical Stores,5,D01,Couva District Health Facility,9,Caroni South,1,Pharmacy,86,San Fernando General Hospital,1,CDHF PHARM-M   ,CDHF Pharmacy- Medical         
4-76400-D01-206-0326-00-000,Hardware Supplies,Hardware Stores,3,D01,Couva District Health Facility,9,Caroni South,1,Pharmacy,86,San Fernando General Hospital,1,CDHF PHARM-H   ,CDHF PHARM- Hardware Supplies  
4-81000-H04-105-1109-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Ward B-AHPF,134,Area Hospital Point Fortin,2,,
4-75100-H04-206-0326-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Pharmacy,86,Area Hospital Point Fortin,2,,
4-76400-H04-206-0326-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Pharmacy,86,Area Hospital Point Fortin,2,,
4-81000-H04-105-2104-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Diabetic Clinic,23,Area Hospital Point Fortin,2,PFH DIABE CL-E ,PFH Diabetic Cl-Engineering    
4-75100-D02-206-0326-00-000,Medical Supplies,Medical Stores,5,D02,Princes Town District Health Facility,35,Victoria South,5,Pharmacy,86,Princes Town District Health Facility,3,PTDHF PHARM-M  ,PTDHF Pharm- Medical           
4-76400-D02-206-0326-00-000,Hardware Supplies,Hardware Stores,3,D02,Princes Town District Health Facility,35,Victoria South,5,Pharmacy,86,Princes Town District Health Facility,3,PTDHF PHARM-H  ,PTDHF Pharm - Hardware         
4-81000-H04-106-1128-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Psychiatry Ward,95,Area Hospital Point Fortin,2,,
4-75100-H01-206-0326-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,SFGH PHARMACY-M,SFGH Pharmacy- Medical         
4-76300-H01-206-0326-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,SFGH PHARMACY-L,Pharmacy-Linen Supplies        
4-76400-H01-206-0326-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,SFGH PHARMACY-H,Pharmacy-Hardware Supplies     
4-81000-H04-107-1159-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Burns Unit,6,Area Hospital Point Fortin,2,PFH BURN UNI-E ,PFH BURN UNI-Engineering       
4-75100-H03-206-0326-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,SFTH PHARM-M   ,SFTH PHarmacy- Medical         
4-76100-H03-206-0326-00-000,Food Supplies,Food Stores,2,H03,San Fernando Teaching Hospital,40,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,SFTH PHARM-E   ,SFTH Pharmacy- Engineering     
4-76400-H03-206-0326-00-000,Hardware Supplies,Hardware Stores,3,H03,San Fernando Teaching Hospital,40,Victoria North,4,Pharmacy,86,San Fernando General Hospital,1,SFTH PHARM-H   ,SFTH Pharmacy- Hardware        
4-81000-H04-107-1160-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Surgical Ward ,107,Area Hospital Point Fortin,2,,
4-75100-D03-206-0326-00-000,Medical Supplies,Medical Stores,5,D03,Siparia District Health Facility,41,St. Patrick East,3,Pharmacy,86,Area Hospital Point Fortin,2,SDHF PHARMACY-M,SDHF Pharmacy - Medical        
4-76300-D03-206-0326-00-000,Linen Supplies,Linen Stores,4,D03,Siparia District Health Facility,41,St. Patrick East,3,Pharmacy,86,Area Hospital Point Fortin,2,SDHF PHARMACY-L,Pharmacy-Linen Supplies        
4-76400-D03-206-0326-00-000,Hardware Supplies,Hardware Stores,3,D03,Siparia District Health Facility,41,St. Patrick East,3,Pharmacy,86,Area Hospital Point Fortin,2,SDHF PHARMACY-H,Pharmacy-Hardware Supplies     
4-81000-H04-108-1181-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Gynaecology Ward ,43,Area Hospital Point Fortin,2,PFH GYNAE WD-E ,PFH GYNAE WD-Engineering       
4-76400-A01-401-0642-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Pharmacy Services,87,San Fernando General Hospital,1,RAC PHARMACY-H ,RAC Pharmacy- Hardware         
4-81000-H04-108-1182-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Maternity Ward A (AHPF),60,Area Hospital Point Fortin,2,,
4-75100-A01-401-0643-00-000,Medical Supplies,Medical Stores,5,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Photography,88,San Fernando General Hospital,1,RAC PHOTOGR-M  ,RAC Photography- Medical       
4-81000-H04-201-0201-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Blood Bank,4,Area Hospital Point Fortin,2,PFH BLD BANK-E ,PFH Blood Bank- Engineering    
4-76400-H01-401-0643-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Photography,88,San Fernando General Hospital,1,SFGH PHOTOGR-H ,SFGH Photography- Hardware     
4-81000-H04-202-0226-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Cssd,10,Area Hospital Point Fortin,2,PFH CSSD-E     ,PFH CSSD- Engineering          
4-75100-H01-105-2110-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Physical Medicine,89,San Fernando General Hospital,1,SFGH PHY MED-M ,SFGH Physical Med- Medical     
4-76300-H01-105-2110-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Physical Medicine,89,San Fernando General Hospital,1,SFGH PHY MED-L ,SFGH Physical Med- Linen       
4-76400-H01-105-2110-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Physical Medicine,89,San Fernando General Hospital,1,SFGH PHY MED-H ,SFGH Physical Med- Hardware    
4-81000-H04-203-0251-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Dietetics & Kitchen,25,Area Hospital Point Fortin,2,PFH DIET&KIT-E ,PFH DIET&KIT-Engineering       
4-75100-H05-207-0351-00-000,Medical Supplies,Medical Stores,5,H05,Augustus Long Hospital,2,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,CCOTT PHYSIO-M ,CCOTT Physio-Medical           
4-76300-H05-207-0351-00-000,Linen Supplies,Linen Stores,4,H05,Augustus Long Hospital,2,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,CCOTT PHYSIO-L ,CCOTT Physio-Linen             
4-76400-H05-207-0351-00-000,Hardware Supplies,Hardware Stores,3,H05,Augustus Long Hospital,2,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,CCOTT PHYSIO-H ,CCOTT Physio-Hardware          
4-81000-H04-204-0276-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Laboratory,53,Area Hospital Point Fortin,2,PFH LABORATO-E ,PFH LABORATO-Engineering       
4-76400-D01-207-0351-00-000,Hardware Supplies,Hardware Stores,3,D01,Couva District Health Facility,9,Caroni South,1,Physiotherapy,90,San Fernando General Hospital,1,CDHF PHYSIO-H  ,CDHF Physio-Hardware           
4-75100-H04-207-0351-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Physiotherapy,90,Area Hospital Point Fortin,2,,
4-76100-H04-207-0351-00-000,Food Supplies,Food Stores,2,H04,Point Fortin Hospital,34,St. Patrick West,2,Physiotherapy,90,Area Hospital Point Fortin,2,PFH PHYSIOTH-F ,PFH Physioth-Food Supplies     
4-76300-H04-207-0351-00-000,Linen Supplies,Linen Stores,4,H04,Point Fortin Hospital,34,St. Patrick West,2,Physiotherapy,90,Area Hospital Point Fortin,2,PFH PHYSIOTH-L ,PFH Physioth-Linen Sup         
4-76400-H04-207-0351-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Physiotherapy,90,Area Hospital Point Fortin,2,PFH PHYSIOTH-H ,PFH Physioth-Hardware Supplies 
4-81000-H04-205-0301-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Medical Records,66,Area Hospital Point Fortin,2,,
4-76400-D02-207-0351-00-000,Hardware Supplies,Hardware Stores,3,D02,Princes Town District Health Facility,35,Victoria South,5,Physiotherapy,90,Princes Town District Health Facility,3,PTDHF PHYSIOT-H,Pysiothrapy-Hardware Supplies  
4-81000-H04-206-0326-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Pharmacy,86,Area Hospital Point Fortin,2,,
4-75100-H01-207-0351-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,SFGH PHYSIO-M  ,SFGH Physiotherapy -Medical    
4-76300-H01-207-0351-00-000,Linen Supplies,Linen Stores,4,H01,San Fernando General Hospital,39,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,SFGH PHYSIO-L  ,SFGH Physiotherapy- Linen      
4-76400-H01-207-0351-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Physiotherapy,90,San Fernando General Hospital,1,SFGH PHYSIO-H  ,SFGH Physiotherapy -Hardware   
4-81000-H04-207-0351-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Physiotherapy,90,Area Hospital Point Fortin,2,,
4-76400-D03-207-0351-00-000,Hardware Supplies,Hardware Stores,3,D03,Siparia District Health Facility,41,St. Patrick East,3,Physiotherapy,90,Area Hospital Point Fortin,2,SDHF PHYSIO-H  ,Physiotherapy-Hardware Supply  
4-76400-A01-401-0644-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Planning & Development,91,San Fernando General Hospital,1,RAC PLAN&DEV-H ,RAC Planning &Dev-Hardware     
4-81000-H04-208-0376-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Radiology,98,Area Hospital Point Fortin,2,,
4-75100-A01-401-0648-00-000,Medical Supplies,Medical Stores,5,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Property Services,92,San Fernando General Hospital,1,RAC PROP SRV-M ,RAC Property Serv-Medical      
4-76300-A01-401-0648-00-000,Linen Supplies,Linen Stores,4,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Property Services,92,San Fernando General Hospital,1,RAC PROP SRV-L ,RAC Property Serv-Linen        
4-76400-A01-401-0648-00-000,Hardware Supplies,Hardware Stores,3,A01,Regional Administrative Centre,36,Regional Administration Centre,6,Property Services,92,San Fernando General Hospital,1,RAC PROP SRV-H ,RAC Property Serv-Hardware     
4-81000-H04-210-0426-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Theatre,108,Area Hospital Point Fortin,2,,
4-75100-H02-211-0626-00-000,Medical Supplies,Medical Stores,5,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,AHPF MED ORD-M ,AHPF MED ORD- Medical          
4-76300-H02-211-0626-00-000,Linen Supplies,Linen Stores,4,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,AHPF MED ORD-L ,AHPF MED ORD- Linen            
4-76400-H02-211-0626-00-000,Hardware Supplies,Hardware Stores,3,H02,Area Hospital Point Fortin,1,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,AHPF MED ORD-H ,AHPF MED ORD- Hardware         
4-81000-H04-211-0626-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,,
4-75100-H05-211-0626-00-000,Medical Supplies,Medical Stores,5,H05,Augustus Long Hospital,2,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,CCOTT PSSU-M   ,CCOTT PSSU-Medical             
4-76300-H05-211-0626-00-000,Linen Supplies,Linen Stores,4,H05,Augustus Long Hospital,2,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,CCOTT PSSU-L   ,CCOTT PSSU -Linen              
4-76400-H05-211-0626-00-000,Hardware Supplies,Hardware Stores,3,H05,Augustus Long Hospital,2,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,CCOTT PSSU-H   ,CCOTT PSSU-Hardware            
4-81000-H04-301-0451-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Engineering,29,Area Hospital Point Fortin,2,PFH ENGINEER-E ,PFH Engineer-Engineering       
4-75100-H04-211-0626-00-000,Medical Supplies,Medical Stores,5,H04,Point Fortin Hospital,34,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,,
4-76300-H04-211-0626-00-000,Linen Supplies,Linen Stores,4,H04,Point Fortin Hospital,34,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,PFH PSSU GEN-L ,PFH Pssu Gen-Linen Supplies    
4-76400-H04-211-0626-00-000,Hardware Supplies,Hardware Stores,3,H04,Point Fortin Hospital,34,St. Patrick West,2,Pssu General (Consolidated),93,Area Hospital Point Fortin,2,,
4-81000-H04-302-0476-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Housekeeping,48,Area Hospital Point Fortin,2,PFH H/KEEPIN-E ,PFH H/KEEPIN-Engineering       
4-75100-H01-211-0626-00-000,Medical Supplies,Medical Stores,5,H01,San Fernando General Hospital,39,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,SFGH PSSU GEN-M,SFGH PSSU Gen - Medical        
4-76400-H01-211-0626-00-000,Hardware Supplies,Hardware Stores,3,H01,San Fernando General Hospital,39,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,SFGH PSSU GEN-H,PSSU General-hardware Supplies 
4-81000-H04-303-0501-00-000,"Property, Plant & Equipment Maintenance",Engineering Stores,1,H04,Point Fortin Hospital,34,St. Patrick West,2,Laundry,56,Area Hospital Point Fortin,2,PFH LAUNDRY-E  ,PFH Laundry-Engineering        
4-75100-H03-211-0626-00-000,Medical Supplies,Medical Stores,5,H03,San Fernando Teaching Hospital,40,Victoria North,4,Pssu General (Consolidated),93,San Fernando General Hospital,1,SFTH PSSU-M    ,SFTH PSSU- Medical             
